CVE-2006-0743,2022-05-01T06:42:27Z,"Apache log4net format string vulnerability causes DoS",log4net,0,1.2.10,MODERATE,CWE-134
CVE-2024-38168,2024-08-13T19:27:23Z,"Microsoft Security Advisory CVE-2024-38168 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x64",8.0.0,8.0.8,HIGH,CWE-400
CVE-2024-38168,2024-08-13T19:27:23Z,"Microsoft Security Advisory CVE-2024-38168 | .NET Denial of Service Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x86",8.0.0,8.0.8,HIGH,CWE-400
CVE-2024-38229,2024-10-08T17:43:46Z,"Microsoft Security Advisory CVE-2024-38229 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm",8.0.0,8.0.10,HIGH,CWE-362;CWE-416
CVE-2024-38229,2024-10-08T17:43:46Z,"Microsoft Security Advisory CVE-2024-38229 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm",9.0.0-preview.1.24081.5,9.0.0-rc.2.24474.3,HIGH,CWE-362;CWE-416
CVE-2024-38229,2024-10-08T17:43:46Z,"Microsoft Security Advisory CVE-2024-38229 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm64",8.0.0,8.0.10,HIGH,CWE-362;CWE-416
CVE-2024-38229,2024-10-08T17:43:46Z,"Microsoft Security Advisory CVE-2024-38229 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm64",9.0.0-preview.1.24081.5,9.0.0-rc.2.24474.3,HIGH,CWE-362;CWE-416
CVE-2024-38229,2024-10-08T17:43:46Z,"Microsoft Security Advisory CVE-2024-38229 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm",8.0.0,8.0.10,HIGH,CWE-362;CWE-416
CVE-2024-38229,2024-10-08T17:43:46Z,"Microsoft Security Advisory CVE-2024-38229 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm",9.0.0-preview.1.24081.5,9.0.0-rc.2.24474.3,HIGH,CWE-362;CWE-416
CVE-2024-38229,2024-10-08T17:43:46Z,"Microsoft Security Advisory CVE-2024-38229 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm64",8.0.0,8.0.10,HIGH,CWE-362;CWE-416
CVE-2024-38229,2024-10-08T17:43:46Z,"Microsoft Security Advisory CVE-2024-38229 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm64",9.0.0-preview.1.24081.5,9.0.0-rc.2.24474.3,HIGH,CWE-362;CWE-416
CVE-2024-38229,2024-10-08T17:43:46Z,"Microsoft Security Advisory CVE-2024-38229 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-x64",8.0.0,8.0.10,HIGH,CWE-362;CWE-416
CVE-2024-38229,2024-10-08T17:43:46Z,"Microsoft Security Advisory CVE-2024-38229 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-x64",9.0.0-preview.1.24081.5,9.0.0-rc.2.24474.3,HIGH,CWE-362;CWE-416
CVE-2024-38229,2024-10-08T17:43:46Z,"Microsoft Security Advisory CVE-2024-38229 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-x64",8.0.0,8.0.10,HIGH,CWE-362;CWE-416
CVE-2024-38229,2024-10-08T17:43:46Z,"Microsoft Security Advisory CVE-2024-38229 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-x64",9.0.0-preview.1.24081.5,9.0.0-rc.2.24474.3,HIGH,CWE-362;CWE-416
CVE-2024-38229,2024-10-08T17:43:46Z,"Microsoft Security Advisory CVE-2024-38229 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-arm64",8.0.0,8.0.10,HIGH,CWE-362;CWE-416
CVE-2024-38229,2024-10-08T17:43:46Z,"Microsoft Security Advisory CVE-2024-38229 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-arm64",9.0.0-preview.1.24081.5,9.0.0-rc.2.24474.3,HIGH,CWE-362;CWE-416
CVE-2024-38229,2024-10-08T17:43:46Z,"Microsoft Security Advisory CVE-2024-38229 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-x64",8.0.0,8.0.10,HIGH,CWE-362;CWE-416
CVE-2024-38229,2024-10-08T17:43:46Z,"Microsoft Security Advisory CVE-2024-38229 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-x64",9.0.0-preview.1.24081.5,9.0.0-rc.2.24474.3,HIGH,CWE-362;CWE-416
CVE-2024-38229,2024-10-08T17:43:46Z,"Microsoft Security Advisory CVE-2024-38229 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm",8.0.0,8.0.10,HIGH,CWE-362;CWE-416
CVE-2024-38229,2024-10-08T17:43:46Z,"Microsoft Security Advisory CVE-2024-38229 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm",9.0.0-preview.1.24081.5,9.0.0-rc.2.24474.3,HIGH,CWE-362;CWE-416
CVE-2024-38229,2024-10-08T17:43:46Z,"Microsoft Security Advisory CVE-2024-38229 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm64",8.0.0,8.0.10,HIGH,CWE-362;CWE-416
CVE-2024-38229,2024-10-08T17:43:46Z,"Microsoft Security Advisory CVE-2024-38229 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm64",9.0.0-preview.1.24081.5,9.0.0-rc.2.24474.3,HIGH,CWE-362;CWE-416
CVE-2024-38229,2024-10-08T17:43:46Z,"Microsoft Security Advisory CVE-2024-38229 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x64",8.0.0,8.0.10,HIGH,CWE-362;CWE-416
CVE-2024-38229,2024-10-08T17:43:46Z,"Microsoft Security Advisory CVE-2024-38229 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x64",9.0.0-preview.1.24081.5,9.0.0-rc.2.24474.3,HIGH,CWE-362;CWE-416
CVE-2024-38229,2024-10-08T17:43:46Z,"Microsoft Security Advisory CVE-2024-38229 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x86",8.0.0,8.0.10,HIGH,CWE-362;CWE-416
CVE-2024-38229,2024-10-08T17:43:46Z,"Microsoft Security Advisory CVE-2024-38229 | .NET Remote Code Execution Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x86",9.0.0-preview.1.24081.5,9.0.0-rc.2.24474.3,HIGH,CWE-362;CWE-416
CVE-2024-38356,2024-06-19T15:07:08Z,"TinyMCE Cross-Site Scripting (XSS) vulnerability using noneditable_regexp option",TinyMCE,0,5.11.0,MODERATE,CWE-79
CVE-2024-38356,2024-06-19T15:07:08Z,"TinyMCE Cross-Site Scripting (XSS) vulnerability using noneditable_regexp option",TinyMCE,6.0.0,6.8.4,MODERATE,CWE-79
CVE-2024-38356,2024-06-19T15:07:08Z,"TinyMCE Cross-Site Scripting (XSS) vulnerability using noneditable_regexp option",TinyMCE,7.0.0,7.2.0,MODERATE,CWE-79
CVE-2024-38357,2024-06-19T15:07:03Z,"TinyMCE Cross-Site Scripting (XSS) vulnerability using noscript elements",TinyMCE,0,5.11.0,MODERATE,CWE-79
CVE-2024-38357,2024-06-19T15:07:03Z,"TinyMCE Cross-Site Scripting (XSS) vulnerability using noscript elements",TinyMCE,6.0.0,6.8.4,MODERATE,CWE-79
CVE-2024-38357,2024-06-19T15:07:03Z,"TinyMCE Cross-Site Scripting (XSS) vulnerability using noscript elements",TinyMCE,7.0.0,7.2.0,MODERATE,CWE-79
CVE-2024-39677,2024-07-08T14:20:33Z,"NHibernate SQL injection vulnerability in discriminator mappings, static fields referenced in HQL, and some utilities",NHibernate,0,5.4.9,MODERATE,CWE-89
CVE-2024-39677,2024-07-08T14:20:33Z,"NHibernate SQL injection vulnerability in discriminator mappings, static fields referenced in HQL, and some utilities",NHibernate,5.5.0,5.5.2,MODERATE,CWE-89
CVE-2024-39694,2024-07-31T15:28:54Z,"IdentityServer Open Redirect vulnerability",Duende.IdentityServer,6.0.0-preview.1,6.0.5,MODERATE,CWE-601
CVE-2024-39694,2024-07-31T15:28:54Z,"IdentityServer Open Redirect vulnerability",Duende.IdentityServer,6.1.0-preview.1,6.1.8,MODERATE,CWE-601
CVE-2024-39694,2024-07-31T15:28:54Z,"IdentityServer Open Redirect vulnerability",Duende.IdentityServer,6.2.0-preview.1,6.2.5,MODERATE,CWE-601
CVE-2024-39694,2024-07-31T15:28:54Z,"IdentityServer Open Redirect vulnerability",Duende.IdentityServer,6.3.0-preview.1,6.3.10,MODERATE,CWE-601
CVE-2024-39694,2024-07-31T15:28:54Z,"IdentityServer Open Redirect vulnerability",Duende.IdentityServer,7.0.0-preview.1,7.0.6,MODERATE,CWE-601
CVE-2024-39694,2024-07-31T15:28:54Z,"IdentityServer Open Redirect vulnerability",IdentityServer4,0,,MODERATE,CWE-601
CVE-2024-40636,2024-07-17T16:00:10Z,"Steeltoe Leaks Basic Auth Credentials to Logs After Fetch Registry Error","Steeltoe.Discovery.ClientAutofac",0,,LOW,CWE-532
CVE-2024-40636,2024-07-17T16:00:10Z,"Steeltoe Leaks Basic Auth Credentials to Logs After Fetch Registry Error","Steeltoe.Discovery.ClientCore",0,,LOW,CWE-532
CVE-2024-40636,2024-07-17T16:00:10Z,"Steeltoe Leaks Basic Auth Credentials to Logs After Fetch Registry Error","Steeltoe.Discovery.Eureka",0,3.2.8,LOW,CWE-532
CVE-2024-40636,2024-07-17T16:00:10Z,"Steeltoe Leaks Basic Auth Credentials to Logs After Fetch Registry Error","Steeltoe.Discovery.EurekaBase",0,,LOW,CWE-532
CVE-2024-41131,2024-07-22T17:42:07Z,"SixLabors ImageSharp Out-of-bounds Write",SixLabors.ImageSharp,0,2.1.9,HIGH,CWE-787
CVE-2024-41131,2024-07-22T17:42:07Z,"SixLabors ImageSharp Out-of-bounds Write",SixLabors.ImageSharp,3.0.0,3.1.5,HIGH,CWE-787
CVE-2024-41132,2024-07-22T17:42:33Z,"SixLabors ImageSharp has Excessive Memory Allocation in Gif Decoder",SixLabors.ImageSharp,0,2.1.9,MODERATE,CWE-770;CWE-789
CVE-2024-41132,2024-07-22T17:42:33Z,"SixLabors ImageSharp has Excessive Memory Allocation in Gif Decoder",SixLabors.ImageSharp,3.0.0,3.1.5,MODERATE,CWE-770;CWE-789
CVE-2024-41799,2024-07-29T16:44:15Z,"tgstation-server's DreamMaker environment files outside the deployment directory can be compiled and ran by insufficiently permissioned users",Tgstation.Server.Api,4.0.0,6.8.0,HIGH,CWE-22
CVE-2024-41799,2024-07-29T16:44:15Z,"tgstation-server's DreamMaker environment files outside the deployment directory can be compiled and ran by insufficiently permissioned users",Tgstation.Server.Host,4.0.0,6.8.0,HIGH,CWE-22
CVE-2024-43376,2024-08-20T18:25:15Z,"Umbraco CMS vulnerable to Generation of Error Message Containing Sensitive Information","Umbraco.Cms.Api.Management",14.0.0,14.1.2,MODERATE,CWE-209
CVE-2024-43377,2024-08-20T18:32:26Z,"Umbraco CMS Improper Access Control vulnerability",Umbraco.Cms,14.0.0,14.1.2,MODERATE,CWE-284
CVE-2024-43383,2024-10-31T12:30:32Z,"Apache Lucene.Net.Replicator Deserialization of Untrusted Data vulnerability",Lucene.Net.Replicator,4.8.0-beta00005,4.8.0-beta00017,HIGH,CWE-502
CVE-2024-43483,2024-10-08T20:24:41Z,"Microsoft Security Advisory CVE-2024-43483 | .NET Denial of Service Vulnerability","Microsoft.Extensions.Caching.Memory",6.0.0-preview.1.21102.12,6.0.2,HIGH,CWE-407
CVE-2024-43483,2024-10-08T20:24:41Z,"Microsoft Security Advisory CVE-2024-43483 | .NET Denial of Service Vulnerability","Microsoft.Extensions.Caching.Memory",8.0.0-preview.1.23110.8,8.0.1,HIGH,CWE-407
CVE-2024-43483,2024-10-08T20:24:41Z,"Microsoft Security Advisory CVE-2024-43483 | .NET Denial of Service Vulnerability","Microsoft.Extensions.Caching.Memory",9.0.0-preview.1.24080.9,9.0.0-rc.2.24473.5,HIGH,CWE-407
CVE-2024-43483,2024-10-08T20:24:41Z,"Microsoft Security Advisory CVE-2024-43483 | .NET Denial of Service Vulnerability","System.Security.Cryptography.Cose",8.0.0-preview.1.23110.8,8.0.1,HIGH,CWE-407
CVE-2024-43483,2024-10-08T20:24:41Z,"Microsoft Security Advisory CVE-2024-43483 | .NET Denial of Service Vulnerability","System.Security.Cryptography.Cose",9.0.0-preview.1.24080.9,9.0.0-rc.2.24473.5,HIGH,CWE-407
CVE-2024-43483,2024-10-08T20:24:41Z,"Microsoft Security Advisory CVE-2024-43483 | .NET Denial of Service Vulnerability",System.IO.Packaging,6.0.0-preview.1.21102.12,6.0.1,HIGH,CWE-407
CVE-2024-43483,2024-10-08T20:24:41Z,"Microsoft Security Advisory CVE-2024-43483 | .NET Denial of Service Vulnerability",System.IO.Packaging,8.0.0-preview.1.23110.8,8.0.1,HIGH,CWE-407
CVE-2024-43483,2024-10-08T20:24:41Z,"Microsoft Security Advisory CVE-2024-43483 | .NET Denial of Service Vulnerability",System.IO.Packaging,9.0.0-preview.1.24080.9,9.0.0-rc.2.24473.5,HIGH,CWE-407
CVE-2024-43484,2024-10-08T20:24:56Z,"Microsoft Security Advisory CVE-2024-43484 | .NET Denial of Service Vulnerability",System.IO.Packaging,6.0.0-preview.1.21102.12,6.0.1,HIGH,CWE-407
CVE-2024-43484,2024-10-08T20:24:56Z,"Microsoft Security Advisory CVE-2024-43484 | .NET Denial of Service Vulnerability",System.IO.Packaging,8.0.0-preview.1.23110.8,8.0.1,HIGH,CWE-407
CVE-2024-43484,2024-10-08T20:24:56Z,"Microsoft Security Advisory CVE-2024-43484 | .NET Denial of Service Vulnerability",System.IO.Packaging,9.0.0-preview.1.24080.9,9.0.0-rc.2.24473.5,HIGH,CWE-407
CVE-2024-43485,2024-10-08T20:25:19Z,"Microsoft Security Advisory CVE-2024-43485 | .NET Denial of Service Vulnerability",System.Text.Json,6.0.0,6.0.10,HIGH,CWE-407
CVE-2024-43485,2024-10-08T20:25:19Z,"Microsoft Security Advisory CVE-2024-43485 | .NET Denial of Service Vulnerability",System.Text.Json,8.0.0,8.0.5,HIGH,CWE-407
CVE-2024-43498,2024-11-12T23:03:15Z,".NET Remote Code Execution Vulnerability",System.Formats.Nrbf,0,9.0.0,LOW,
CVE-2024-43499,2024-11-12T23:01:23Z,".NET Denial of Service Vulnerability",System.Formats.Nrbf,0,9.0.0,LOW,
CVE-2024-44930,2024-08-29T18:31:36Z,"Serilog Client IP Spoofing vulnerability","Serilog.Enrichers.ClientInfo",0,2.1.0,MODERATE,CWE-348;CWE-79
CVE-2024-45302,2024-08-29T19:30:51Z,"CRLF Injection in RestSharp's `RestRequest.AddHeader` method",RestSharp,107.0.0-preview.1,112.0.0,MODERATE,CWE-113;CWE-74;CWE-93
CVE-2024-45526,2024-10-18T20:05:28Z,"Security Update for the OPC UA .NET Standard Stack","OPCFoundation.NetStandard.Opc.Ua",0,1.5.374.118,MODERATE,CWE-770
CVE-2024-45526,2024-10-18T20:05:28Z,"Security Update for the OPC UA .NET Standard Stack","OPCFoundation.NetStandard.Opc.Ua.Core",0,1.5.374.118,MODERATE,CWE-770
CVE-2024-47819,2024-10-22T17:50:08Z,"Umbraco CMS vulnerable to stored Cross-site Scripting in the ""dictionary name"" on Dictionary section",Umbraco.Cms.StaticAssets,14.0.0,14.3.1,MODERATE,CWE-79;CWE-80
CVE-2024-48510,2024-11-13T15:31:37Z,"DotNetZip Directory Traversal vulnerability",DotNetZip,1.10.1,,HIGH,CWE-22
CVE-2024-48924,2024-10-17T19:30:03Z,"MessagePack allows untrusted data to lead to DoS attack due to hash collisions and stack overflow",MessagePack,0,2.5.187,MODERATE,CWE-328
CVE-2024-48924,2024-10-17T19:30:03Z,"MessagePack allows untrusted data to lead to DoS attack due to hash collisions and stack overflow",MessagePack,2.6.95-alpha,3.0.214-rc.1,MODERATE,CWE-328
CVE-2024-48925,2024-10-22T17:51:26Z,"Umbraco CMS Improper Access Control Vulnerability Allows Low-Privilege Users to Access Webhook API",Umbraco.CMS,14.0.0,14.3.0,LOW,CWE-284;CWE-863
CVE-2024-48926,2024-10-22T17:55:01Z,"Umbraco CMS logout page displayed before session expiration",Umbraco.CMS,10.0.0,10.8.7,MODERATE,CWE-613
CVE-2024-48926,2024-10-22T17:55:01Z,"Umbraco CMS logout page displayed before session expiration",Umbraco.CMS,13.0.0,13.5.2,MODERATE,CWE-613
CVE-2024-48926,2024-10-22T17:55:01Z,"Umbraco CMS logout page displayed before session expiration",UmbracoCMS,8.0.0,8.18.15,MODERATE,CWE-613
CVE-2024-48927,2024-10-22T18:12:38Z,"Umbraco has a Potential Code Execution Risk When Viewing SVG Files in Full Screen in Backoffice",Umbraco.Cms,10.0.0,10.8.7,MODERATE,CWE-74
CVE-2024-48927,2024-10-22T18:12:38Z,"Umbraco has a Potential Code Execution Risk When Viewing SVG Files in Full Screen in Backoffice",Umbraco.Cms,13.0.0,13.5.2,MODERATE,CWE-74
CVE-2024-48927,2024-10-22T18:12:38Z,"Umbraco has a Potential Code Execution Risk When Viewing SVG Files in Full Screen in Backoffice",UmbracoCms,8.0.0,8.18.15,MODERATE,CWE-74
CVE-2024-48929,2024-10-22T18:13:47Z,"Umbraco CMS Has Incomplete Server Termination During Explicit Sign-Out",Umbraco.CMS,10.0.0,10.8.7,MODERATE,CWE-384
CVE-2024-48929,2024-10-22T18:13:47Z,"Umbraco CMS Has Incomplete Server Termination During Explicit Sign-Out",Umbraco.CMS,13.0.0,13.5.2,MODERATE,CWE-384
CVE-2024-49755,2024-10-28T19:44:10Z,"Duende IdentityServer has insufficient validation of DPoP cnf claim in Local APIs ",Duende.IdentityServer,7.0.0,7.0.8,LOW,CWE-287
CVE-2024-49771,2024-10-28T18:30:32Z,"MPXJ has a Potential Path Traversal Vulnerability",MPXJ.Net,13.0.0,13.5.1,MODERATE,CWE-22
CVE-2024-49771,2024-10-28T18:30:32Z,"MPXJ has a Potential Path Traversal Vulnerability",net.sf.mpxj,8.3.5,13.5.1,MODERATE,CWE-22
CVE-2024-49771,2024-10-28T18:30:32Z,"MPXJ has a Potential Path Traversal Vulnerability",net.sf.mpxj-for-csharp,8.3.5,13.5.1,MODERATE,CWE-22
CVE-2024-49771,2024-10-28T18:30:32Z,"MPXJ has a Potential Path Traversal Vulnerability",net.sf.mpxj-for-vb,8.3.5,13.5.1,MODERATE,CWE-22
CVE-2024-50353,2024-10-30T14:40:58Z,"ICG.AspNetCore.Utilities.CloudStorage's Secure Token Durations Different Than Expected","ICG.AspNetCore.Utilities.CloudStorage",0,8.0.0,MODERATE,CWE-284
CVE-2024-51501,2024-11-04T23:23:17Z,"CRLF injection in Refit's [Header], [HeaderCollection] and [Authorize] attributes ",Refit,0,7.2.22,CRITICAL,CWE-93
CVE-2024-51987,2024-11-07T21:57:52Z,"HTTP Client uses incorrect token after refresh","Duende.AccessTokenManagement.OpenIdConnect",3.0.0,3.0.1,MODERATE,CWE-270
CVE-2024-6484,2024-07-11T18:31:14Z,"Bootstrap Cross-Site Scripting (XSS) vulnerability",bootstrap,2.0.0,,MODERATE,CWE-79
CVE-2024-6484,2024-07-11T18:31:14Z,"Bootstrap Cross-Site Scripting (XSS) vulnerability",bootstrap.sass,2.0.0,,MODERATE,CWE-79
CVE-2024-6531,2024-07-11T18:31:14Z,"Bootstrap Cross-Site Scripting (XSS) vulnerability",bootstrap,4.0.0,5.0.0,MODERATE,CWE-79
CVE-2024-6531,2024-07-11T18:31:14Z,"Bootstrap Cross-Site Scripting (XSS) vulnerability",bootstrap.sass,4.0.0,5.0.0,MODERATE,CWE-79
GHSA-259p-rvjx-ffwg,2024-02-08T18:24:21Z,"Panel::Software Customized WiX .be TEMP folder is vulnerable to DLL redirection attacks that allow the attacker to escalate privileges",PanelSW.Custom.WiX,0,3.15.0-a44,HIGH,CWE-426
GHSA-2m65-m22p-9wjw,2022-08-10T00:00:18Z,"Duplicate Advisory: .NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm",3.1.0,3.1.28,MODERATE,
GHSA-2m65-m22p-9wjw,2022-08-10T00:00:18Z,"Duplicate Advisory: .NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm",6.0.0,6.0.8,MODERATE,
GHSA-2m65-m22p-9wjw,2022-08-10T00:00:18Z,"Duplicate Advisory: .NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm64",3.1.0,3.1.28,MODERATE,
GHSA-2m65-m22p-9wjw,2022-08-10T00:00:18Z,"Duplicate Advisory: .NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-arm64",6.0.0,6.0.8,MODERATE,
GHSA-2m65-m22p-9wjw,2022-08-10T00:00:18Z,"Duplicate Advisory: .NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm",3.1.0,3.1.28,MODERATE,
GHSA-2m65-m22p-9wjw,2022-08-10T00:00:18Z,"Duplicate Advisory: .NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm",6.0.0,6.0.8,MODERATE,
GHSA-2m65-m22p-9wjw,2022-08-10T00:00:18Z,"Duplicate Advisory: .NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm64",3.1.0,3.1.28,MODERATE,
GHSA-2m65-m22p-9wjw,2022-08-10T00:00:18Z,"Duplicate Advisory: .NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-arm64",6.0.0,6.0.8,MODERATE,
GHSA-2m65-m22p-9wjw,2022-08-10T00:00:18Z,"Duplicate Advisory: .NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-x64",3.1.0,3.1.28,MODERATE,
GHSA-2m65-m22p-9wjw,2022-08-10T00:00:18Z,"Duplicate Advisory: .NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-musl-x64",6.0.0,6.0.8,MODERATE,
GHSA-2m65-m22p-9wjw,2022-08-10T00:00:18Z,"Duplicate Advisory: .NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-x64",3.1.0,3.1.28,MODERATE,
GHSA-2m65-m22p-9wjw,2022-08-10T00:00:18Z,"Duplicate Advisory: .NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.linux-x64",6.0.0,6.0.8,MODERATE,
GHSA-2m65-m22p-9wjw,2022-08-10T00:00:18Z,"Duplicate Advisory: .NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-x64",3.1.0,3.1.28,MODERATE,
GHSA-2m65-m22p-9wjw,2022-08-10T00:00:18Z,"Duplicate Advisory: .NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.osx-x64",6.0.0,6.0.8,MODERATE,
GHSA-2m65-m22p-9wjw,2022-08-10T00:00:18Z,"Duplicate Advisory: .NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm",3.1.0,3.1.28,MODERATE,
GHSA-2m65-m22p-9wjw,2022-08-10T00:00:18Z,"Duplicate Advisory: .NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm",6.0.0,6.0.8,MODERATE,
GHSA-2m65-m22p-9wjw,2022-08-10T00:00:18Z,"Duplicate Advisory: .NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm64",3.1.0,3.1.28,MODERATE,
GHSA-2m65-m22p-9wjw,2022-08-10T00:00:18Z,"Duplicate Advisory: .NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.win-arm64",6.0.0,6.0.8,MODERATE,
GHSA-2m65-m22p-9wjw,2022-08-10T00:00:18Z,"Duplicate Advisory: .NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x64",3.1.0,3.1.28,MODERATE,
GHSA-2m65-m22p-9wjw,2022-08-10T00:00:18Z,"Duplicate Advisory: .NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x64",6.0.0,6.0.8,MODERATE,
GHSA-2m65-m22p-9wjw,2022-08-10T00:00:18Z,"Duplicate Advisory: .NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x86",3.1.0,3.1.28,MODERATE,
GHSA-2m65-m22p-9wjw,2022-08-10T00:00:18Z,"Duplicate Advisory: .NET Information Disclosure Vulnerability","Microsoft.AspNetCore.App.Runtime.win-x86",6.0.0,6.0.8,MODERATE,
GHSA-2m65-m22p-9wjw,2022-08-10T00:00:18Z,"Duplicate Advisory: .NET Information Disclosure Vulnerability","System.Security.Cryptography.Xml",0,4.7.1,MODERATE,
GHSA-2m65-m22p-9wjw,2022-08-10T00:00:18Z,"Duplicate Advisory: .NET Information Disclosure Vulnerability","System.Security.Cryptography.Xml",5.0.0,6.0.1,MODERATE,
